district_name,crop_year,crop,area,production,yield,nitrogen,phosphorus,potassium,ph,season_autumn,season_kharif,season_rabi,season_summer,season_whole year,Rainfall,Temperature
25,2019,0,2122,137400,64.75,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2019,1,39670,5213500,131.42,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,4,14,47800,3414.29,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,5,82442,8843900,107.27,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2019,7,22490,2259600,100.47,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2019,7,5114,1201100,234.87,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2019,8,1571,127500,81.16,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2019,8,155029,10954000,70.66,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2019,10,20517,7311400,356.36,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,10,13563,5691300,419.62,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,10,1755,438700,249.97,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2019,12,14019,359000,25.61,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,13,537,7700,14.34,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,20,7615,215700,28.33,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,16,899,76400,84.98,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,16,261,5900,22.61,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,16,3407,281100,82.51,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2019,18,7357,279800,38.03,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,19,9,200,22.22,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,19,215,3500,16.28,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,21,252,24900,98.81,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2019,23,2555,184700,72.29,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,24,215,3500,16.28,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,25,59509,10762600,180.86,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2019,26,30,2400,80.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,27,512,11300,22.07,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,27,51,1400,27.45,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,29,22295,1812800,81.31,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,30,110264,1138554700,10325.72,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2019,31,52,1300,25.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2019,31,99,4200,42.42,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2019,35,1247,81600,65.44,48.18,35.0,25.0,6.73,0,1,0,0,0,800.0,30.0
25,2019,36,40924,8456000,206.63,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2018,0,1103,33800,30.64,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2018,1,32320,3785500,117.13,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,3,3,100,33.33,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,5,83400,6140000,73.62,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2018,7,21591,1760100,81.52,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2018,7,2850,512000,179.65,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2018,8,1648,115800,70.27,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2018,8,196860,5990000,30.43,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2018,10,17057,4600000,269.68,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,10,16400,4210000,256.71,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2018,10,1110,122000,109.91,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2018,12,11278,267500,23.72,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,13,1729,31800,18.39,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,20,1370,50000,36.5,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2018,16,597,35800,59.97,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,16,260,7000,26.92,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2018,16,3700,305000,82.43,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2018,18,8768,683900,78.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,23,2479,176700,71.28,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,24,10,100,10.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2018,25,57969,10623300,183.26,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2018,27,646,8100,12.54,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,27,45,500,11.11,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2018,29,20329,3252300,159.98,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2018,30,141730,1323333000,9337.0,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2018,35,1046,69200,66.16,48.18,35.0,25.0,6.73,0,1,0,0,0,800.0,30.0
25,2018,36,55330,11080000,200.25,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2017,0,2000,130000,65.0,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2017,1,32000,2310000,72.19,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,3,100,1000,10.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,5,90303,10270000,113.73,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2017,7,17800,1680000,94.38,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2017,7,3886,630000,162.12,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2017,8,1700,160000,94.12,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2017,8,223400,16340000,73.14,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2017,10,19500,5320000,272.82,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,10,25900,9130000,352.51,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2017,10,1928,210000,108.92,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2017,12,21824,759800,34.81,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,13,1114,17800,15.98,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,20,3510,150000,42.74,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2017,16,800,20000,25.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,16,300,10000,33.33,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2017,16,6800,610000,89.71,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2017,18,10400,210000,20.19,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,23,2700,220000,81.48,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,24,10,400,40.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2017,25,52000,12400000,238.46,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2017,27,739,22600,30.58,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,27,140,5000,35.71,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2017,29,20231,4090000,202.16,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,30,113140,1327060000,11729.36,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2017,31,59,3400,57.63,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2017,31,170,9000,52.94,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2017,35,794,52700,66.37,48.18,35.0,25.0,6.73,0,1,0,0,0,800.0,30.0
25,2017,36,72400,17720000,244.75,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2016,0,1773,154700,87.25,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2016,1,30400,2220000,73.03,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,5,80500,8650000,107.45,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2016,7,17500,1850000,105.71,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2016,7,4300,970000,225.58,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2016,8,1800,40000,22.22,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2016,8,277800,9760000,35.13,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2016,10,17700,7460000,421.47,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,10,22400,17670000,788.84,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2016,10,2500,610000,244.0,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2016,12,21782,629700,28.91,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,13,887,14900,16.8,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,20,2500,60000,24.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2016,16,700,20000,28.57,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,16,500,10000,20.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2016,16,7600,1410000,185.53,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2016,18,10500,560000,53.33,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,21,100,10000,100.0,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2016,23,3500,290000,82.86,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,25,53500,11540000,215.7,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2016,27,704,18300,25.99,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,27,40,1000,25.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2016,29,18000,3830000,212.78,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,30,95903,907090000,9458.41,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2016,31,25,900,36.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2016,31,100,10000,100.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2016,35,962,40200,41.79,48.18,35.0,25.0,6.73,0,1,0,0,0,800.0,30.0
25,2016,36,68900,16520000,239.77,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2015,0,1300,60000,46.15,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2015,1,41400,2940000,71.01,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,3,100,2000,20.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,5,63700,5450000,85.56,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2015,7,17100,1940000,113.45,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2015,7,8500,1950000,229.41,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2015,8,1400,100000,71.43,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2015,8,259800,11630000,44.77,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2015,10,15600,3730000,239.1,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,10,15700,4210000,268.15,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2015,10,5900,890000,150.85,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2015,12,17600,270000,15.34,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,13,800,20000,25.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,20,2600,50000,19.23,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2015,18,10500,250000,23.81,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,19,500,10000,20.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2015,23,3200,270000,84.38,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,25,54600,10730000,196.52,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2015,27,700,5000,7.14,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,27,30,2000,66.67,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2015,28,1600,30000,18.75,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,28,300,10000,33.33,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2015,28,4900,460000,93.88,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2015,29,16100,4700000,291.93,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,30,118400,1228540000,10376.18,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2015,31,30,400,13.33,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2015,31,200,4000,20.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2015,35,1400,80000,57.14,48.18,35.0,25.0,6.73,0,1,0,0,0,800.0,30.0
25,2015,36,62000,12960000,209.03,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2014,0,3000,700,0.23,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2014,1,31500,26300,0.83,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,7,47700,43000,0.9,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2014,8,3500,1700,0.49,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2014,10,13300,54500,4.1,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,12,2100,1400,0.67,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,13,2300,600,0.26,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,18,7700,1900,0.25,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,23,12100,13200,1.09,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,25,82100,136100,1.66,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2014,29,7100,11700,1.65,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,31,600,300,0.5,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,5,59900,51800,0.86,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2014,8,268300,131700,0.49,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2014,10,21600,77300,3.58,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,15,2200,500,0.23,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,26,400,300,0.75,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,31,300,200,0.67,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,36,71800,108300,1.51,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2014,7,8400,19100,2.27,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2014,10,1100,1600,1.45,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2014,30,127800,13833900,108.25,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2014,0,3000,70000,23.33,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2014,1,31500,2630000,83.49,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,5,59900,5180000,86.48,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2014,7,47700,4300000,90.15,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2014,7,8400,1910000,227.38,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2014,8,3500,170000,48.57,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2014,8,268300,13170000,49.09,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2014,10,13300,5450000,409.77,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,10,21600,7730000,357.87,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,10,1100,160000,145.45,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2014,12,2100,140000,66.67,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,13,2300,60000,26.09,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,20,2200,50000,22.73,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,18,7700,190000,24.68,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,23,12100,1320000,109.09,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,25,82100,13610000,165.77,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2014,26,400,30000,75.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,28,1600,50000,31.25,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,28,900,20000,22.22,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,29,7100,1170000,164.79,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,30,127800,1383390000,10824.65,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2014,31,600,30000,50.0,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2014,31,300,20000,66.67,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2014,35,4300,320000,74.42,48.18,35.0,25.0,6.73,0,1,0,0,0,800.0,30.0
25,2014,36,71800,10830000,150.84,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2013,0,4200,2400,0.57,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2013,1,49800,41600,0.84,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,7,46000,37700,0.82,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2013,8,3200,2700,0.84,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2013,10,11800,33000,2.8,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,12,4600,3500,0.76,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,13,2600,700,0.27,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,18,12100,3900,0.32,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,23,10600,13600,1.28,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,25,82100,153200,1.87,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2013,27,1200,400,0.33,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,29,6900,26800,3.88,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,31,600,400,0.67,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,35,2400,2200,0.92,48.18,35.0,25.0,6.73,0,1,0,0,0,800.0,30.0
25,2013,5,50600,41200,0.81,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2013,8,251600,158800,0.63,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2013,10,19000,57000,3.0,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2013,15,2700,1200,0.44,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2013,36,64300,129900,2.02,91.76,53.12,49.74,6.73,0,0,1,0,0,800.0,17.22222222222222
25,2013,7,8100,14600,1.8,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2013,10,1100,1900,1.73,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2013,31,800,500,0.62,78.12,49.75,44.17,6.5,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2013,30,143900,16963500,117.88,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2013,0,4200,240000,57.14,78.12,49.75,44.17,6.5,0,1,0,0,0,800.0,25.0
25,2013,1,49800,4160000,83.53,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,5,50600,4120000,81.42,34.62,39.62,21.15,6.48,0,0,1,0,0,800.0,17.22222222222222
25,2013,7,46000,3770000,81.96,29.41,41.44,27.88,6.51,0,1,0,0,0,800.0,30.0
25,2013,7,8100,1460000,180.25,29.41,41.44,27.88,6.51,0,0,0,1,0,800.0,30.0
25,2013,8,3200,270000,84.38,54.63,37.03,36.6,6.76,0,1,0,0,0,800.0,30.0
25,2013,8,251600,15880000,63.12,54.63,37.03,36.6,6.76,0,0,1,0,0,800.0,30.0
25,2013,10,11800,3300000,279.66,135.0,70.0,49.66,6.61,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,10,19000,5700000,300.0,135.0,70.0,49.66,6.61,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2013,10,1100,190000,172.73,135.0,70.0,49.66,6.61,0,0,0,1,0,819.1890095280302,25.91513405716818
25,2013,12,4600,350000,76.09,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,13,2600,70000,26.92,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,20,2700,120000,44.44,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2013,18,12100,390000,32.23,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,23,10600,1360000,128.3,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,25,82100,15320000,186.6,92.43,47.28,48.35,6.52,0,1,0,0,0,800.0,37.22222222222222
25,2013,27,1200,40000,33.33,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,28,1600,50000,31.25,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,28,200,10000,50.0,78.12,49.75,44.17,6.5,0,0,1,0,0,819.1890095280302,25.91513405716818
25,2013,29,6900,2680000,388.41,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
25,2013,30,143900,1696350000,11788.39,131.61,70.63,113.98,6.86,0,0,0,0,1,1242.857142857143,27.285714285714285
25,2013,31,600,40000,66.67,78.12,49.75,44.17,6.5,0,1,0,0,0,819.1890095280302,25.91513405716818
