district_name,N,P,K,temperature,ph,rainfall,label,yield,NPK_total,recommended_crop,expected_yield,log_yield,log_expected_yield
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.23,172.04000000000002,CHICKPEA,0.37,0.20701416938432612,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.44,172.04000000000002,CHICKPEA,0.37,0.36464311358790924,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.29,172.04000000000002,CHICKPEA,0.37,0.25464221837358075,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.43,172.04000000000002,CHICKPEA,0.37,0.3576744442718159,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.18,172.04000000000002,CHICKPEA,0.37,0.16551443847757338,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.2,172.04000000000002,CHICKPEA,0.37,0.18232155679395465,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.39,172.04000000000002,CHICKPEA,0.37,0.3293037471426004,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.5,172.04000000000002,CHICKPEA,0.37,0.4054651081081644,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.37,172.04000000000002,CHICKPEA,0.37,0.31481073984003355,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.47,172.04000000000002,CHICKPEA,0.37,0.3852624007906449,0.31481073984003355
25,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.04,172.04000000000002,CHICKPEA,0.37,0.039220713153281295,0.31481073984003355
0,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.22,172.04000000000002,POTATO,0.44,0.1988508587451652,0.36464311358790924
26,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.7,172.04000000000002,CHICKPEA,0.44,0.5306282510621704,0.36464311358790924
29,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.92,172.04000000000002,CHICKPEA,0.53,0.6523251860396903,0.4252677354043441
31,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.2,172.04000000000002,CHICKPEA,0.355,0.18232155679395465,0.3038014543316642
32,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.69,172.04000000000002,CHICKPEA,0.44,0.5247285289349821,0.36464311358790924
0,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.5,172.04000000000002,POTATO,0.44,0.4054651081081644,0.36464311358790924
26,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.49,172.04000000000002,CHICKPEA,0.44,0.3987761199573678,0.36464311358790924
29,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.5,172.04000000000002,CHICKPEA,0.53,0.4054651081081644,0.4252677354043441
31,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.38,172.04000000000002,CHICKPEA,0.355,0.32208349916911333,0.3038014543316642
32,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.4,172.04000000000002,CHICKPEA,0.44,0.33647223662121295,0.36464311358790924
0,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.33,172.04000000000002,POTATO,0.44,0.2851789422336624,0.36464311358790924
26,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.48,172.04000000000002,CHICKPEA,0.44,0.3920420877760237,0.36464311358790924
29,78.12,49.75,44.17,25.92,6.5,819.19,APPLE,0.33,172.04000000000002,CHICKPEA,0.53,0.2851789422336624,0.4252677354043441
